	_id	added	content	label	published	body	link	title	text	length
10	ge:7581265598718420349	{u'$date': 1478413157961}	{u'body': u'Spokesperson for the UN Refugee Agency: Carlotta Sami spoke on the issue, according to her, &quot;4200 <b>migrants</b> have <b>died</b> making a journey across the&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.topstoriesmagzine.com/2016/11/over-200-migrants-die-in-shipwreck-off.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFR07uK6wJx9i4LL_1qoW6HHfVz0A', u'title': u'OVER 200 <b>MIGRANTS DIE</b> IN SHIPWRECK OFF COAST OF LIBYA'}	accepted	{u'$date': 1478283446000}	Spokesperson for the UN Refugee Agency: Carlotta Sami spoke on the issue, according to her, &quot;4200 <b>migrants</b> have <b>died</b> making a journey across the&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.topstoriesmagzine.com/2016/11/over-200-migrants-die-in-shipwreck-off.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFR07uK6wJx9i4LL_1qoW6HHfVz0A	OVER 200 <b>MIGRANTS DIE</b> IN SHIPWRECK OFF COAST OF LIBYA	OVER 200 MIGRANTS DIE IN SHIPWRECK OFF COAST OF LIBYA Spokesperson for the UN Refugee Agency: Carlotta Sami spoke on the issue, according to her, &quot;4200 migrants have died making a journey across the&nbsp;...	212
11	ge:17574053986436593806	{u'$date': 1478413157961}	{u'body': u'It sets out principles which should be at the centre of national responses when <b>migrants die</b> or go missing at international borders. It focuses on the&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://gmdac.iom.int/publication-search&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNE5gdOei5dKaNdQ4tlC9ZAoX1dLEA', u'title': u'Publications'}	rejected	{u'$date': 1478277525000}	It sets out principles which should be at the centre of national responses when <b>migrants die</b> or go missing at international borders. It focuses on the&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://gmdac.iom.int/publication-search&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNE5gdOei5dKaNdQ4tlC9ZAoX1dLEA	Publications	Publications It sets out principles which should be at the centre of national responses when migrants die or go missing at international borders. It focuses on the&nbsp;...	172
12	ge:8532986235004036463	{u'$date': 1478413157962}	{u'body': u'Gambia football star who dreamed of playing for top European club drowns trying to cross from Libya as 240 <b>migrants die</b> in Mediterranean in 48&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.cninews.tv/gambia-football-star-who-dreamed-of-playing-for-top-european-club-drowns-trying-to-cross-from-libya-as-240-migrants-die-in-mediterranean-in-48-hours/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFgtAr9cnPnfIJ7FAP0OHH3r351ew', u'title': u'Gambia football star who dreamed of playing for top European club drowns trying to cross from ...'}	rejected	{u'$date': 1478275830000}	Gambia football star who dreamed of playing for top European club drowns trying to cross from Libya as 240 <b>migrants die</b> in Mediterranean in 48&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.cninews.tv/gambia-football-star-who-dreamed-of-playing-for-top-european-club-drowns-trying-to-cross-from-libya-as-240-migrants-die-in-mediterranean-in-48-hours/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFgtAr9cnPnfIJ7FAP0OHH3r351ew	Gambia football star who dreamed of playing for top European club drowns trying to cross from ...	Gambia football star who dreamed of playing for top European club drowns trying to cross from ... Gambia football star who dreamed of playing for top European club drowns trying to cross from Libya as 240 migrants die in Mediterranean in 48&nbsp;...	249
13	ge:11097084713648916708	{u'$date': 1478413157962}	{u'body': u'Breaking news, kenya news, county news, politics, business, sports, lifestyle and entertainment from Kenya and around the world. Watch Citizen TV&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://citizentvnews.bizyangu.com/category/citizen2541/At-least-240-migrants-and-refugees-die-in-two-shipwrecks-off-Libya-&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFbo6FtZO4xyAx4Hgh_L_SRULh59A', u'title': u'At least 240 <b>migrants</b> and refugees <b>die</b> in two shipwrecks off Libya'}	accepted	{u'$date': 1478268673000}	Breaking news, kenya news, county news, politics, business, sports, lifestyle and entertainment from Kenya and around the world. Watch Citizen TV&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://citizentvnews.bizyangu.com/category/citizen2541/At-least-240-migrants-and-refugees-die-in-two-shipwrecks-off-Libya-&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFbo6FtZO4xyAx4Hgh_L_SRULh59A	At least 240 <b>migrants</b> and refugees <b>die</b> in two shipwrecks off Libya	At least 240 migrants and refugees die in two shipwrecks off Libya Breaking news, kenya news, county news, politics, business, sports, lifestyle and entertainment from Kenya and around the world. Watch Citizen TV&nbsp;...	221
14	ge:6385880623517463435	{u'$date': 1478413157962}	{u'body': u'BRUSSELS — At least 239 migrants are believed to have drowned this week in two ... U.N. says 239 <b>migrants die</b> in two shipwrecks off Libya.', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13804196&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFBCzv8R2q1twzNbS4qizG3eNkx1A', u'title': u'At least 239 <b>migrants</b> believed drowned in Mediterranean, UN says'}	accepted	{u'$date': 1478266543000}	BRUSSELS — At least 239 migrants are believed to have drowned this week in two ... U.N. says 239 <b>migrants die</b> in two shipwrecks off Libya.	https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13804196&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNFBCzv8R2q1twzNbS4qizG3eNkx1A	At least 239 <b>migrants</b> believed drowned in Mediterranean, UN says	At least 239 migrants believed drowned in Mediterranean, UN says BRUSSELS — At least 239 migrants are believed to have drowned this week in two ... U.N. says 239 migrants die in two shipwrecks off Libya.	203
15	ge:4585198766804920633	{u'$date': 1478413157962}	{u'body': u'According to authorities, 180 <b>migrants</b> who were mostly wearing life jackets were pulled to safety by rescue boats after the inflatable water vessels&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://rosedeji.blogspot.com/2016/11/over-240-african-migrants-die-in-boat.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNEod3nTH_F9uBqJJ09puryaqfhRtA', u'title': u'Over 240 African <b>Migrants die</b> in Boat mishap'}	accepted	{u'$date': 1478265435000}	According to authorities, 180 <b>migrants</b> who were mostly wearing life jackets were pulled to safety by rescue boats after the inflatable water vessels&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://rosedeji.blogspot.com/2016/11/over-240-african-migrants-die-in-boat.html&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNEod3nTH_F9uBqJJ09puryaqfhRtA	Over 240 African <b>Migrants die</b> in Boat mishap	Over 240 African Migrants die in Boat mishap According to authorities, 180 migrants who were mostly wearing life jackets were pulled to safety by rescue boats after the inflatable water vessels&nbsp;...	202
16	ge:14907129078355386481	{u'$date': 1478413157962}	{u'body': u'Two very young children, whose mother <b>died</b> while on board a boat ferrying refuges and <b>migrants</b> from North Africa to Europe, were rescued by Save&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://world.einnews.com/pr_news/352464679/more-than-240-refugees-and-migrants-dead-in-horrific-24-hours-in-the-mediterranean&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNHVWk6mtwdLVTt_B6mzvOkgfScWYQ', u'title': u'More than 240 Refugees and <b>Migrants Dead</b> in &#39;Horrific 24 Hours&#39; in the Mediterranean'}	accepted	{u'$date': 1478257562000}	Two very young children, whose mother <b>died</b> while on board a boat ferrying refuges and <b>migrants</b> from North Africa to Europe, were rescued by Save&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://world.einnews.com/pr_news/352464679/more-than-240-refugees-and-migrants-dead-in-horrific-24-hours-in-the-mediterranean&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNHVWk6mtwdLVTt_B6mzvOkgfScWYQ	More than 240 Refugees and <b>Migrants Dead</b> in &#39;Horrific 24 Hours&#39; in the Mediterranean	More than 240 Refugees and Migrants Dead in ;Horrific 24 Hours; in the Mediterranean Two very young children, whose mother died while on board a boat ferrying refuges and migrants from North Africa to Europe, were rescued by Save&nbsp;...	238
17	ge:5962191464894889476	{u'$date': 1478413157962}	{u'body': u'Daily Times. At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.newsworld.pk/2016/11/04/un-says-239-migrants-die-in-two-shipwrecks-off-libya/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNE-dK0LIDBON8sQWkMzNNIXGBhysw', u'title': u'UN says 239 <b>migrants die</b> in two shipwrecks off Libya'}	accepted	{u'$date': 1478259168000}	Daily Times. At least 239 <b>migrants</b>, believed to be from West Africa, have <b>died</b> in two shipwrecks off Libya, a spokesman for the United Nations&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.newsworld.pk/2016/11/04/un-says-239-migrants-die-in-two-shipwrecks-off-libya/&ct=ga&cd=CAIyHDYxOGExNDI0YmE1ODMzNDU6Y29tOmVuOlVTOkw&usg=AFQjCNE-dK0LIDBON8sQWkMzNNIXGBhysw	UN says 239 <b>migrants die</b> in two shipwrecks off Libya	UN says 239 migrants die in two shipwrecks off Libya Daily Times. At least 239 migrants, believed to be from West Africa, have died in two shipwrecks off Libya, a spokesman for the United Nations&nbsp;...	204
18	ge:907512965892529661	{u'$date': 1478413158042}	{u'body': u'Two <b>refugee</b> boats capsized this week in the Mediterranean near the Libyan coast, leading to the deaths in a 48-hour period of about 240 people.', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13815732&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHRIPlS_b-HL2j16rSI6N-QHJ5Oxw', u'title': u'Capsized boats in Mediterranean leave 240 <b>refugees dead</b>'}	accepted	{u'$date': 1478332352000}	Two <b>refugee</b> boats capsized this week in the Mediterranean near the Libyan coast, leading to the deaths in a 48-hour period of about 240 people.	https://www.google.com/url?rct=j&sa=t&url=http://www.ooyuz.com/geturl%3Faid%3D13815732&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNHRIPlS_b-HL2j16rSI6N-QHJ5Oxw	Capsized boats in Mediterranean leave 240 <b>refugees dead</b>	Capsized boats in Mediterranean leave 240 refugees dead Two refugee boats capsized this week in the Mediterranean near the Libyan coast, leading to the deaths in a 48-hour period of about 240 people.	199
19	ge:3566020995755398594	{u'$date': 1478413158042}	{u'body': u'Two <b>refugee</b> boats capsized this week in the Mediterranean near the Libyan coast, leading to the <b>deaths</b> in a 48-hour period of about 240 people.', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.wsws.org/en/articles/2016/11/05/liby-n05.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEizor_k379uEwLAor7C70VlEmqbA', u'title': u'Capsized boats in Mediterranean leave 240 <b>refugees dead</b>'}	accepted	{u'$date': 1478322593000}	Two <b>refugee</b> boats capsized this week in the Mediterranean near the Libyan coast, leading to the <b>deaths</b> in a 48-hour period of about 240 people.	https://www.google.com/url?rct=j&sa=t&url=http://www.wsws.org/en/articles/2016/11/05/liby-n05.html&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNEizor_k379uEwLAor7C70VlEmqbA	Capsized boats in Mediterranean leave 240 <b>refugees dead</b>	Capsized boats in Mediterranean leave 240 refugees dead Two refugee boats capsized this week in the Mediterranean near the Libyan coast, leading to the deaths in a 48-hour period of about 240 people.	199
20	ge:1447440025041470253	{u'$date': 1478413158323}	{u'body': u'In Ahmed, he talks about Europe&#39;s &#39;<b>refugee</b> crisis&#39;. ... Just in front of the <b>dead</b> man, a couple seemed to enjoy their day at the beach, apparently&nbsp;...', u'link': u'https://www.google.com/url?rct=j&sa=t&url=http://www.thecanary.co/2016/11/05/this-musician-captures-the-reality-of-the-refugee-crisis-perfectly-in-just-one-song-videos/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFcZpxih5Dw5uMVnw8sZvnaj3W_yg', u'title': u'This musician captures the reality of the &#39;<b>refugee</b> crisis&#39; perfectly, in just one song [VIDEOS]'}	rejected	{u'$date': 1478317972000}	In Ahmed, he talks about Europe&#39;s &#39;<b>refugee</b> crisis&#39;. ... Just in front of the <b>dead</b> man, a couple seemed to enjoy their day at the beach, apparently&nbsp;...	https://www.google.com/url?rct=j&sa=t&url=http://www.thecanary.co/2016/11/05/this-musician-captures-the-reality-of-the-refugee-crisis-perfectly-in-just-one-song-videos/&ct=ga&cd=CAIyHGE0OTIzYjRlZTEzZWI5ZTY6Y29tOmVuOlVTOkw&usg=AFQjCNFcZpxih5Dw5uMVnw8sZvnaj3W_yg	This musician captures the reality of the &#39;<b>refugee</b> crisis&#39; perfectly, in just one song [VIDEOS]	This musician captures the reality of the ;refugee crisis; perfectly, in just one song [VIDEOS] In Ahmed, he talks about Europe;s ;refugee crisis;. ... Just in front of the dead man, a couple seemed to enjoy their day at the beach, apparently&nbsp;...	251
